vm_id,cluster_id,cluster_vm_count,current_size,cpu_cores,ram_gb,monthly_cost_usd,avg_cpu_usage_percent,avg_ram_usage_percent,cluster_avg_cpu_percent,cluster_avg_ram_percent
vm-100267,cluster-42,115,Standard_DS3_v2,4,8,131.05,73.19,85.26,31.29747826,33.29347826
vm-100268,cluster-25,102,Standard_B2s,2,4,21.75,50.84,66.51,29.09637255,30.62176471
vm-100269,cluster-44,93,Standard_D1s_v3,1,3,39.56,10.03,24.91,29.77021505,34.46806452
vm-100270,cluster-12,107,Standard_D4s_v3,4,16,136.71,49.08,30,28.98738318,31.40728972
vm-100271,cluster-26,115,Standard_D4s_v3,4,16,137.64,16.63,24.07,31.49956522,33.43756522
vm-100272,cluster-37,101,Standard_F8s_v2,8,16,220.46,30,49.58,30.84445545,32.48534653
vm-100273,cluster-48,103,Standard_D8s_v3,8,32,276.07,70.93,79.82,30.88825243,34.43262136
vm-100274,cluster-33,116,Standard_D2s_v3,2,8,71.14,14.77,19.52,28.79327586,30.84103448
vm-100275,cluster-28,99,Standard_D2s_v3,2,8,70.19,27.6,29.9,31.59616162,32.48343434
vm-100276,cluster-9,107,Standard_D4s_v3,4,16,135.87,22.73,21.12,28.79214953,31.77672897
vm-100277,cluster-12,107,Standard_F4s_v2,4,8,111.13,15.23,16.7,28.98738318,31.40728972
vm-100278,cluster-5,100,Standard_DS3_v2,4,8,127.87,19.6,19.85,27.0222,31.858
vm-100279,cluster-28,99,Standard_D4s_v3,4,16,140.46,17.19,29.9,31.59616162,32.48343434
vm-100280,cluster-35,92,Standard_DS4_v2,8,16,255.41,44.19,68.34,30.91619565,31.5298913
vm-100281,cluster-5,100,Standard_B2s,2,4,21.54,19.03,29.9,27.0222,31.858
vm-100282,cluster-34,89,Standard_B2s,2,4,22.5,1,21.36,32.59314607,34.07651685
vm-100283,cluster-46,84,Standard_B1s,1,1,7.84,1,22.6,29.13321429,31.1272619
vm-100284,cluster-34,89,Standard_E2s_v3,2,16,119.1,21.06,21.64,32.59314607,34.07651685
vm-100285,cluster-13,119,Standard_B1s,1,1,8.14,48.98,30,30.93142857,33.1905042
vm-100286,cluster-39,113,Standard_F2s_v2,2,4,59.83,30,63.25,28.6359292,30.87619469
vm-100287,cluster-42,115,Standard_D2s_v3,2,8,70.57,23.4,14.62,31.29747826,33.29347826
vm-100288,cluster-45,86,Standard_D1s_v3,1,3,39.5,1.63,25.69,27.955,31.71430233
vm-100289,cluster-48,103,Standard_E2s_v3,2,16,120.01,16.64,29.9,30.88825243,34.43262136
vm-100290,cluster-14,84,Standard_B1s,1,1,7.88,1,28.87,30.01452381,33.89202381
vm-100291,cluster-11,98,Standard_B1s,1,1,7.79,35.7,60.82,30.00326531,31.15336735
vm-100292,cluster-42,115,Standard_E4s_v3,4,32,201.5,14.79,23.16,31.29747826,33.29347826
vm-100293,cluster-38,99,Standard_B2s,2,4,21.89,12.17,17.12,34.45858586,37.30060606
vm-100294,cluster-4,102,Standard_B1s,1,1,7.87,31.32,50.64,28.31901961,30.97411765
vm-100295,cluster-33,116,Standard_D2s_v3,2,8,69.03,8.63,18.21,28.79327586,30.84103448
vm-100296,cluster-7,98,Standard_B4ms,4,16,79.53,26.83,21.04,30.36265306,31.53826531
vm-100297,cluster-41,98,Standard_D1s_v3,1,3,39.32,22.54,22.99,27.47755102,29.77244898
vm-100298,cluster-8,92,Standard_E2s_v3,2,16,118.97,22.23,25.77,30.88869565,34.98445652
vm-100299,cluster-37,101,Standard_B1s,1,1,7.97,54.94,38.81,30.84445545,32.48534653
vm-100300,cluster-10,114,Standard_B1s,1,1,8.13,32.99,42.1,28.53166667,32.41350877
vm-100301,cluster-43,99,Standard_D2s_v3,2,8,71.92,20.31,29.9,28.22444444,31.18787879
vm-100302,cluster-15,99,Standard_D2s_v3,2,8,70.75,32.22,39.64,30.97131313,33.51333333
vm-100303,cluster-38,99,Standard_E2s_v3,2,16,116.95,12.59,25.81,34.45858586,37.30060606
vm-100304,cluster-15,99,Standard_DS3_v2,4,8,133.87,8.66,26.96,30.97131313,33.51333333
vm-100305,cluster-5,100,Standard_D16s_v3,16,64,570.93,18.23,27.83,27.0222,31.858
vm-100306,cluster-29,108,Standard_D2s_v3,2,8,70.46,20.98,28.09,29.33583333,30.73490741
vm-100307,cluster-19,106,Standard_D1s_v3,1,3,40.71,70,41.31,33.03849057,36.94792453
vm-100308,cluster-10,114,Standard_D4s_v3,4,16,140.62,44.59,57.42,28.53166667,32.41350877
vm-100309,cluster-12,107,Standard_D1s_v3,1,3,40.31,68.22,40.49,28.98738318,31.40728972
vm-100310,cluster-4,102,Standard_F2s_v2,2,4,58.52,45.37,44.6,28.31901961,30.97411765
vm-100311,cluster-31,111,Standard_B1s,1,1,7.79,12.29,10.12,33.35711712,35.1618018
vm-100312,cluster-18,114,Standard_B1s,1,1,8,21.82,14.73,29.90236842,30.61052632
vm-100313,cluster-16,115,Standard_M8ms,8,192,1479.18,16.22,27.53,32.42495652,35.61747826
vm-100314,cluster-40,78,Standard_E4s_v3,4,32,200.66,60.7,35.94,29.16679487,30.12717949
vm-100315,cluster-36,96,Standard_DS3_v2,4,8,129.95,47.51,62.4,31.16125,32.08541667
vm-100316,cluster-25,102,Standard_F2s_v2,2,4,60.42,9.01,14.08,29.09637255,30.62176471
vm-100317,cluster-23,107,Standard_D1s_v3,1,3,39.91,20.07,19.99,29.45766355,30.96635514
vm-100318,cluster-12,107,Standard_B1s,1,1,8.19,15.65,22.87,28.98738318,31.40728972
vm-100319,cluster-34,89,Standard_D1s_v3,1,3,40.98,70,72.93,32.59314607,34.07651685
vm-100320,cluster-36,96,Standard_D2s_v3,2,8,69.45,31.49,51.4,31.16125,32.08541667
vm-100321,cluster-37,101,Standard_DS3_v2,4,8,130.7,71.56,85.29,30.84445545,32.48534653
vm-100322,cluster-3,100,Standard_F4s_v2,4,8,111.28,32.52,69.51,29.0927,33.2273
vm-100323,cluster-9,107,Standard_D1s_v3,1,3,39.72,44.11,65.28,28.79214953,31.77672897
vm-100324,cluster-18,114,Standard_M8ms,8,192,1534.19,22.25,8.41,29.90236842,30.61052632
vm-100325,cluster-43,99,Standard_B4ms,4,16,79.55,33.42,30,28.22444444,31.18787879
vm-100326,cluster-35,92,Standard_D2s_v3,2,8,71.35,7.54,22.68,30.91619565,31.5298913
vm-100327,cluster-34,89,Standard_E2s_v3,2,16,120.1,86.38,75.75,32.59314607,34.07651685
vm-100328,cluster-41,98,Standard_F2s_v2,2,4,60.85,30.15,54.98,27.47755102,29.77244898
vm-100329,cluster-14,84,Standard_D1s_v3,1,3,40.11,43.4,48.39,30.01452381,33.89202381
vm-100330,cluster-4,102,Standard_B2s,2,4,21.43,43.11,51.1,28.31901961,30.97411765
vm-100331,cluster-29,108,Standard_B4ms,4,16,78.78,21.81,24.26,29.33583333,30.73490741
vm-100332,cluster-41,98,Standard_B1s,1,1,8.06,32.63,80,27.47755102,29.77244898
vm-100333,cluster-45,86,Standard_B1s,1,1,8.03,17.73,29.9,27.955,31.71430233
vm-100334,cluster-50,99,Standard_B1s,1,1,7.79,52.34,53.34,30.89232323,34.41474747
vm-100335,cluster-15,99,Standard_B1s,1,1,8.18,38.94,51.92,30.97131313,33.51333333
vm-100336,cluster-28,99,Standard_F8s_v2,8,16,217.88,21.84,28.33,31.59616162,32.48343434
vm-100337,cluster-42,115,Standard_DS3_v2,4,8,131.71,46.62,39.17,31.29747826,33.29347826
vm-100338,cluster-16,115,Standard_F2s_v2,2,4,59.23,19.74,13.97,32.42495652,35.61747826
vm-100339,cluster-12,107,Standard_B1s,1,1,7.82,19.64,29.9,28.98738318,31.40728972
vm-100340,cluster-5,100,Standard_D2s_v3,2,8,68.66,30,59.17,27.0222,31.858
vm-100341,cluster-34,89,Standard_F2s_v2,2,4,58.4,16.01,15.46,32.59314607,34.07651685
vm-100342,cluster-42,115,Standard_D1s_v3,1,3,40.48,12.48,21.48,31.29747826,33.29347826
vm-100343,cluster-1,98,Standard_F2s_v2,2,4,60.51,22.42,17.52,29.765,34.26387755
vm-100344,cluster-39,113,Standard_B2s,2,4,22.44,14.33,23.16,28.6359292,30.87619469
vm-100345,cluster-32,86,Standard_E2s_v3,2,16,123.49,30,71.2,28.06523256,30.29674419
vm-100346,cluster-26,115,Standard_E2s_v3,2,16,116.83,85.81,94.34,31.49956522,33.43756522
vm-100347,cluster-17,106,Standard_B1s,1,1,7.93,20.41,18.53,32.69113208,34.37858491
vm-100348,cluster-48,103,Standard_B2s,2,4,22.26,21.58,7.27,30.88825243,34.43262136
vm-100349,cluster-27,85,Standard_E2s_v3,2,16,119.69,16.28,18.12,31.456,34.09611765
vm-100350,cluster-24,102,Standard_D2s_v3,2,8,68.19,90,77.2,33.89843137,37.58088235
vm-100351,cluster-35,92,Standard_F8s_v2,8,16,215.18,26.82,29.9,30.91619565,31.5298913
vm-100352,cluster-46,84,Standard_F4s_v2,4,8,112.56,81.14,79.19,29.13321429,31.1272619
vm-100353,cluster-42,115,Standard_D1s_v3,1,3,39.65,14.57,6.28,31.29747826,33.29347826
vm-100354,cluster-39,113,Standard_B1s,1,1,8.16,79.71,78.84,28.6359292,30.87619469
vm-100355,cluster-26,115,Standard_E2s_v3,2,16,119.63,19.55,15.35,31.49956522,33.43756522
vm-100356,cluster-49,103,Standard_B1s,1,1,7.88,70,70,30.55339806,35.20300971
vm-100357,cluster-38,99,Standard_E2s_v3,2,16,118.43,24.96,27.74,34.45858586,37.30060606
vm-100358,cluster-23,107,Standard_L8s,8,64,810.8,14.52,27.28,29.45766355,30.96635514
vm-100359,cluster-22,97,Standard_E2s_v3,2,16,121.05,23.97,6.6,29.02226804,31.79835052
vm-100360,cluster-4,102,Standard_B2s,2,4,21.83,36.28,47.32,28.31901961,30.97411765
vm-100361,cluster-49,103,Standard_E2s_v3,2,16,117.55,25.72,29.74,30.55339806,35.20300971
vm-100362,cluster-9,107,Standard_F2s_v2,2,4,59.27,29.9,20.43,28.79214953,31.77672897
vm-100363,cluster-4,102,Standard_D2s_v3,2,8,71.39,12.17,24.24,28.31901961,30.97411765
vm-100364,cluster-7,98,Standard_L8s,8,64,786.07,29.9,29.9,30.36265306,31.53826531
vm-100365,cluster-23,107,Standard_B2s,2,4,22.15,17.54,13.68,29.45766355,30.96635514
vm-100366,cluster-2,111,Standard_M8ms,8,192,1540.51,18.25,23,32.70495495,34.45828829
vm-100367,cluster-49,103,Standard_D8s_v3,8,32,272.64,46.14,42.52,30.55339806,35.20300971
vm-100368,cluster-24,102,Standard_D1s_v3,1,3,39.32,24.36,15.6,33.89843137,37.58088235
vm-100369,cluster-40,78,Standard_B1s,1,1,7.89,83.65,74.34,29.16679487,30.12717949
vm-100370,cluster-31,111,Standard_B1s,1,1,8,13.06,13.51,33.35711712,35.1618018
vm-100371,cluster-47,87,Standard_B1s,1,1,7.98,34.45,30,29.85241379,31.44597701
vm-100372,cluster-31,111,Standard_B1s,1,1,8.22,61,37.58,33.35711712,35.1618018
vm-100373,cluster-47,87,Standard_F4s_v2,4,8,108.19,39.63,41.53,29.85241379,31.44597701
vm-100374,cluster-40,78,Standard_B1s,1,1,8.08,18.42,17.81,29.16679487,30.12717949
vm-100375,cluster-48,103,Standard_D1s_v3,1,3,38.97,13.17,21.32,30.88825243,34.43262136
vm-100376,cluster-43,99,Standard_E4s_v3,4,32,203.44,36.85,35.93,28.22444444,31.18787879
vm-100377,cluster-34,89,Standard_B1s,1,1,7.98,8.08,5.63,32.59314607,34.07651685
vm-100378,cluster-24,102,Standard_E4s_v3,4,32,197.72,10.97,29.9,33.89843137,37.58088235
vm-100379,cluster-49,103,Standard_D1s_v3,1,3,40.02,30,62.75,30.55339806,35.20300971
vm-100380,cluster-26,115,Standard_B1s,1,1,8.16,49.15,53.89,31.49956522,33.43756522
vm-100381,cluster-16,115,Standard_DS3_v2,4,8,131.26,7.38,23.97,32.42495652,35.61747826
vm-100382,cluster-47,87,Standard_E2s_v3,2,16,119.93,26.28,18.32,29.85241379,31.44597701
vm-100383,cluster-13,119,Standard_DS4_v2,8,16,254.63,23.32,16.91,30.93142857,33.1905042
vm-100384,cluster-15,99,Standard_B4ms,4,16,79.29,22.53,11.89,30.97131313,33.51333333
vm-100385,cluster-27,85,Standard_D4s_v3,4,16,137.92,12.49,23.92,31.456,34.09611765
vm-100386,cluster-4,102,Standard_D1s_v3,1,3,38.83,6.04,12.05,28.31901961,30.97411765
vm-100387,cluster-16,115,Standard_D1s_v3,1,3,38.96,16.19,10.89,32.42495652,35.61747826
vm-100388,cluster-30,91,Standard_B4ms,4,16,81.28,70,86.3,30.92164835,31.86230769
vm-100389,cluster-44,93,Standard_D4s_v3,4,16,137.69,36.98,79.62,29.77021505,34.46806452
vm-100390,cluster-30,91,Standard_M16ms,16,384,2937.59,56.3,65.41,30.92164835,31.86230769
vm-100391,cluster-36,96,Standard_F2s_v2,2,4,61.04,18.3,27.12,31.16125,32.08541667
vm-100392,cluster-3,100,Standard_B2s,2,4,21.81,17.61,7.54,29.0927,33.2273
vm-100393,cluster-22,97,Standard_D4s_v3,4,16,143.02,13.68,16.36,29.02226804,31.79835052
vm-100394,cluster-49,103,Standard_B2s,2,4,21.93,1.24,13.51,30.55339806,35.20300971
vm-100395,cluster-22,97,Standard_E8s_v3,8,64,391.96,10.73,28.18,29.02226804,31.79835052
vm-100396,cluster-50,99,Standard_F8s_v2,8,16,217.08,17.01,26.19,30.89232323,34.41474747
vm-100397,cluster-50,99,Standard_F2s_v2,2,4,59.59,23.88,19.53,30.89232323,34.41474747
vm-100398,cluster-49,103,Standard_B4ms,4,16,79.65,61.28,54.21,30.55339806,35.20300971
vm-100399,cluster-12,107,Standard_B4ms,4,16,81.98,10.11,28.28,28.98738318,31.40728972
vm-100400,cluster-21,95,Standard_B1s,1,1,8.2,24.01,14.88,29.69989474,31.52484211
vm-100401,cluster-4,102,Standard_D8s_v3,8,32,284.9,26.85,23.44,28.31901961,30.97411765
vm-100402,cluster-31,111,Standard_D2s_v3,2,8,68.29,22.02,11.61,33.35711712,35.1618018
vm-100403,cluster-44,93,Standard_E4s_v3,4,32,199,30,50.44,29.77021505,34.46806452
vm-100404,cluster-31,111,Standard_D1s_v3,1,3,40.03,49.14,30,33.35711712,35.1618018
vm-100405,cluster-23,107,Standard_D8s_v3,8,32,283.34,17.8,24.91,29.45766355,30.96635514
vm-100406,cluster-20,87,Standard_B2s,2,4,22.53,16.57,25.46,29.1954023,31.26563218
vm-100407,cluster-15,99,Standard_B1s,1,1,8.18,13.36,7.79,30.97131313,33.51333333
vm-100408,cluster-23,107,Standard_D8s_v3,8,32,273.58,26.37,6.57,29.45766355,30.96635514
vm-100409,cluster-28,99,Standard_B1s,1,1,8.04,17.14,15.03,31.59616162,32.48343434
vm-100410,cluster-16,115,Standard_D1s_v3,1,3,40.04,61.23,30,32.42495652,35.61747826
vm-100411,cluster-37,101,Standard_L8s,8,64,796.36,57.95,70.11,30.84445545,32.48534653
vm-100412,cluster-21,95,Standard_L8s,8,64,800.64,31.93,46.59,29.69989474,31.52484211
vm-100413,cluster-15,99,Standard_E2s_v3,2,16,118.75,13.23,29.9,30.97131313,33.51333333
vm-100414,cluster-17,106,Standard_E2s_v3,2,16,122.98,15.47,21.51,32.69113208,34.37858491
vm-100415,cluster-50,99,Standard_F2s_v2,2,4,59.12,1.44,11.84,30.89232323,34.41474747
vm-100416,cluster-37,101,Standard_D1s_v3,1,3,39.57,20.18,13.9,30.84445545,32.48534653
vm-100417,cluster-13,119,Standard_B2s,2,4,22.53,13.02,25.19,30.93142857,33.1905042
vm-100418,cluster-19,106,Standard_F4s_v2,4,8,109.35,32.82,50.91,33.03849057,36.94792453
vm-100419,cluster-30,91,Standard_B4ms,4,16,80.03,13.81,15.32,30.92164835,31.86230769
vm-100420,cluster-45,86,Standard_D4s_v3,4,16,140.02,22.36,22.08,27.955,31.71430233
vm-100421,cluster-18,114,Standard_D4s_v3,4,16,136.98,18,28.97,29.90236842,30.61052632
vm-100422,cluster-14,84,Standard_B1s,1,1,7.96,22.36,10.48,30.01452381,33.89202381
vm-100423,cluster-36,96,Standard_D2s_v3,2,8,67.97,44.16,32.39,31.16125,32.08541667
vm-100424,cluster-36,96,Standard_B1s,1,1,8.06,15.96,21.28,31.16125,32.08541667
vm-100425,cluster-20,87,Standard_D2s_v3,2,8,70.08,15.27,22.49,29.1954023,31.26563218
vm-100426,cluster-19,106,Standard_F2s_v2,2,4,58.79,36.34,62.63,33.03849057,36.94792453
vm-100427,cluster-45,86,Standard_DS4_v2,8,16,261.17,22.6,4.33,27.955,31.71430233
vm-100428,cluster-44,93,Standard_B2s,2,4,21.69,43.51,33.76,29.77021505,34.46806452
vm-100429,cluster-7,98,Standard_B1s,1,1,8.16,39.26,63.16,30.36265306,31.53826531
vm-100430,cluster-44,93,Standard_B1s,1,1,8,29.52,15.85,29.77021505,34.46806452
vm-100431,cluster-4,102,Standard_B4ms,4,16,81.29,8.29,29.9,28.31901961,30.97411765
vm-100432,cluster-34,89,Standard_E2s_v3,2,16,120.13,8.82,1.55,32.59314607,34.07651685
vm-100433,cluster-2,111,Standard_B1s,1,1,7.93,81.83,87.99,32.70495495,34.45828829
vm-100434,cluster-5,100,Standard_B1s,1,1,8.21,26.09,29.9,27.0222,31.858
vm-100435,cluster-10,114,Standard_DS3_v2,4,8,128.76,21.02,27.99,28.53166667,32.41350877
vm-100436,cluster-32,86,Standard_B1s,1,1,8.23,20.69,29.9,28.06523256,30.29674419
vm-100437,cluster-42,115,Standard_E4s_v3,4,32,194.84,42.13,47.84,31.29747826,33.29347826
vm-100438,cluster-41,98,Standard_DS3_v2,4,8,126.12,21.8,21.38,27.47755102,29.77244898
vm-100439,cluster-13,119,Standard_B1s,1,1,8.11,55.6,69.04,30.93142857,33.1905042
vm-100440,cluster-39,113,Standard_B1s,1,1,7.78,57.98,42.68,28.6359292,30.87619469
vm-100441,cluster-5,100,Standard_M16ms,16,384,2995.83,71.45,87.39,27.0222,31.858
vm-100442,cluster-10,114,Standard_B2s,2,4,21.58,14.08,26.32,28.53166667,32.41350877
vm-100443,cluster-10,114,Standard_B2s,2,4,22.02,80.89,93.79,28.53166667,32.41350877
vm-100444,cluster-38,99,Standard_E4s_v3,4,32,204.87,34.17,46.91,34.45858586,37.30060606
vm-100445,cluster-27,85,Standard_L8s,8,64,778.51,17.43,15.66,31.456,34.09611765
vm-100446,cluster-21,95,Standard_M16ms,16,384,3026.48,48.29,39.54,29.69989474,31.52484211
vm-100447,cluster-8,92,Standard_B4ms,4,16,80.41,18.62,18.87,30.88869565,34.98445652
vm-100448,cluster-1,98,Standard_B2s,2,4,22.28,44.83,41.57,29.765,34.26387755
vm-100449,cluster-28,99,Standard_B1s,1,1,7.87,12.12,16.82,31.59616162,32.48343434
vm-100450,cluster-49,103,Standard_D4s_v3,4,16,139.41,30,45.08,30.55339806,35.20300971
vm-100451,cluster-39,113,Standard_D2s_v3,2,8,70.39,32.14,37.12,28.6359292,30.87619469
vm-100452,cluster-14,84,Standard_F2s_v2,2,4,58.5,16.67,20.52,30.01452381,33.89202381
vm-100453,cluster-21,95,Standard_D8s_v3,8,32,284.45,22.75,17.03,29.69989474,31.52484211
vm-100454,cluster-30,91,Standard_B1s,1,1,7.89,18.01,16.59,30.92164835,31.86230769
vm-100455,cluster-21,95,Standard_D2s_v3,2,8,71.52,27.21,27.06,29.69989474,31.52484211
vm-100456,cluster-49,103,Standard_B1s,1,1,8.23,47.39,49.85,30.55339806,35.20300971
vm-100457,cluster-9,107,Standard_F2s_v2,2,4,59.63,19.35,27.85,28.79214953,31.77672897
vm-100458,cluster-17,106,Standard_B1s,1,1,8.05,23.87,12.31,32.69113208,34.37858491
vm-100459,cluster-5,100,Standard_B1s,1,1,7.93,20.92,16.02,27.0222,31.858
vm-100460,cluster-31,111,Standard_B1s,1,1,8.16,14.98,29.9,33.35711712,35.1618018
vm-100461,cluster-40,78,Standard_E2s_v3,2,16,122.27,25.33,25.22,29.16679487,30.12717949
vm-100462,cluster-38,99,Standard_B4ms,4,16,77.63,19.51,14.19,34.45858586,37.30060606
vm-100463,cluster-43,99,Standard_E2s_v3,2,16,122.44,29.9,21.6,28.22444444,31.18787879
vm-100464,cluster-19,106,Standard_M8ms,8,192,1468.9,3.33,18.29,33.03849057,36.94792453
vm-100465,cluster-36,96,Standard_B2s,2,4,22.08,6.24,9.97,31.16125,32.08541667
vm-100466,cluster-50,99,Standard_D1s_v3,1,3,39.6,23.86,29.9,30.89232323,34.41474747
vm-100467,cluster-33,116,Standard_F8s_v2,8,16,222.8,36.56,59.61,28.79327586,30.84103448
vm-100468,cluster-13,119,Standard_D1s_v3,1,3,39.43,30.39,54.44,30.93142857,33.1905042
vm-100469,cluster-14,84,Standard_M8ms,8,192,1525.07,1,19.03,30.01452381,33.89202381
vm-100470,cluster-33,116,Standard_B1s,1,1,8.15,21.57,29.9,28.79327586,30.84103448
vm-100471,cluster-29,108,Standard_M8ms,8,192,1474.55,21.53,20.54,29.33583333,30.73490741
vm-100472,cluster-43,99,Standard_B1s,1,1,7.89,11.96,29.9,28.22444444,31.18787879
vm-100473,cluster-49,103,Standard_DS4_v2,8,16,255.56,19.5,9.6,30.55339806,35.20300971
vm-100474,cluster-36,96,Standard_D2s_v3,2,8,71.24,22.42,26.13,31.16125,32.08541667
vm-100475,cluster-44,93,Standard_M16ms,16,384,2949.64,45.85,56.77,29.77021505,34.46806452
vm-100476,cluster-10,114,Standard_B1s,1,1,7.96,20.88,24.92,28.53166667,32.41350877
vm-100477,cluster-31,111,Standard_D2s_v3,2,8,71.81,30,38.88,33.35711712,35.1618018
vm-100478,cluster-6,94,Standard_M8ms,8,192,1536.92,48.36,48.58,31.27457447,33.8856383
vm-100479,cluster-1,98,Standard_D2s_v3,2,8,69.45,58.63,77.85,29.765,34.26387755
vm-100480,cluster-7,98,Standard_E2s_v3,2,16,117.48,16.73,29.9,30.36265306,31.53826531
vm-100481,cluster-27,85,Standard_DS3_v2,4,8,128.48,23.22,18.06,31.456,34.09611765
vm-100482,cluster-21,95,Standard_F2s_v2,2,4,60.08,15.29,20.28,29.69989474,31.52484211
vm-100483,cluster-28,99,Standard_E2s_v3,2,16,120.57,30,59.86,31.59616162,32.48343434
vm-100484,cluster-16,115,Standard_E2s_v3,2,16,121.99,61.25,66,32.42495652,35.61747826
vm-100485,cluster-46,84,Standard_D8s_v3,8,32,288.09,83.17,71.2,29.13321429,31.1272619
vm-100486,cluster-23,107,Standard_B1s,1,1,8.06,27.04,15.9,29.45766355,30.96635514
vm-100487,cluster-20,87,Standard_D1s_v3,1,3,38.99,32.61,59.11,29.1954023,31.26563218
vm-100488,cluster-38,99,Standard_L8s,8,64,782.47,16.94,13.2,34.45858586,37.30060606
vm-100489,cluster-25,102,Standard_DS4_v2,8,16,261.08,17.57,26.9,29.09637255,30.62176471
vm-100490,cluster-28,99,Standard_F2s_v2,2,4,59.47,18.39,26.24,31.59616162,32.48343434
vm-100491,cluster-5,100,Standard_E2s_v3,2,16,118.69,16.13,29.9,27.0222,31.858
vm-100492,cluster-21,95,Standard_D1s_v3,1,3,40.7,24.03,25.1,29.69989474,31.52484211
vm-100493,cluster-18,114,Standard_D1s_v3,1,3,38.8,21.7,23.2,29.90236842,30.61052632
vm-100494,cluster-47,87,Standard_F2s_v2,2,4,60.36,27.38,13.79,29.85241379,31.44597701
vm-100495,cluster-6,94,Standard_B2s,2,4,21.78,38.38,36.41,31.27457447,33.8856383
vm-100496,cluster-29,108,Standard_E2s_v3,2,16,123.11,26.57,22,29.33583333,30.73490741
vm-100497,cluster-19,106,Standard_B1s,1,1,7.99,22.58,23.82,33.03849057,36.94792453
vm-100498,cluster-33,116,Standard_M8ms,8,192,1510.44,7.4,7.55,28.79327586,30.84103448
vm-100499,cluster-1,98,Standard_M16ms,16,384,3029.72,19.49,11.96,29.765,34.26387755
vm-100500,cluster-45,86,Standard_DS3_v2,4,8,130.84,22.15,19.36,27.955,31.71430233
vm-100501,cluster-3,100,Standard_D2s_v3,2,8,70.74,17.21,7.88,29.0927,33.2273
vm-100502,cluster-42,115,Standard_D1s_v3,1,3,40.2,14.08,18.12,31.29747826,33.29347826
vm-100503,cluster-21,95,Standard_E4s_v3,4,32,204.87,17.85,25.29,29.69989474,31.52484211
vm-100504,cluster-35,92,Standard_F4s_v2,4,8,111.37,16.31,21.83,30.91619565,31.5298913
vm-100505,cluster-41,98,Standard_D1s_v3,1,3,40.45,6.97,16.74,27.47755102,29.77244898
vm-100506,cluster-40,78,Standard_D8s_v3,8,32,286.96,12.78,24.52,29.16679487,30.12717949
vm-100507,cluster-3,100,Standard_E4s_v3,4,32,198.42,20.87,18.63,29.0927,33.2273
vm-100508,cluster-25,102,Standard_L8s,8,64,799.51,23.41,29.9,29.09637255,30.62176471
vm-100509,cluster-45,86,Standard_DS3_v2,4,8,129.35,18.65,17.22,27.955,31.71430233
vm-100510,cluster-38,99,Standard_E2s_v3,2,16,123.36,4.17,29.9,34.45858586,37.30060606
vm-100511,cluster-45,86,Standard_F2s_v2,2,4,61.57,28.14,24.84,27.955,31.71430233
vm-100512,cluster-20,87,Standard_E8s_v3,8,64,388.82,43.01,50.47,29.1954023,31.26563218
vm-100513,cluster-44,93,Standard_F8s_v2,8,16,221.05,10.61,27.73,29.77021505,34.46806452
vm-100514,cluster-45,86,Standard_B1s,1,1,8,37.17,37.32,27.955,31.71430233
vm-100515,cluster-34,89,Standard_B1s,1,1,8.21,45.83,54.23,32.59314607,34.07651685
vm-100516,cluster-21,95,Standard_B2s,2,4,22.48,25.41,14.08,29.69989474,31.52484211
vm-100517,cluster-48,103,Standard_D4s_v3,4,16,135.9,19.59,20.07,30.88825243,34.43262136
vm-100518,cluster-23,107,Standard_M16ms,16,384,2994.47,24.37,8.16,29.45766355,30.96635514
vm-100519,cluster-6,94,Standard_B1s,1,1,7.77,15.91,13.08,31.27457447,33.8856383
vm-100520,cluster-13,119,Standard_E2s_v3,2,16,122.77,84.37,83.74,30.93142857,33.1905042
vm-100521,cluster-49,103,Standard_B2s,2,4,22.02,15.75,29.9,30.55339806,35.20300971
vm-100522,cluster-23,107,Standard_M8ms,8,192,1471.9,40.36,36.76,29.45766355,30.96635514
vm-100523,cluster-9,107,Standard_E4s_v3,4,32,195.46,65.83,54.22,28.79214953,31.77672897
vm-100524,cluster-17,106,Standard_E4s_v3,4,32,199.43,63.65,62.47,32.69113208,34.37858491
vm-100525,cluster-2,111,Standard_F2s_v2,2,4,60.87,50.99,44.9,32.70495495,34.45828829
vm-100526,cluster-19,106,Standard_F2s_v2,2,4,58.66,75.98,78.16,33.03849057,36.94792453
vm-100527,cluster-19,106,Standard_D1s_v3,1,3,40.19,29.9,23.14,33.03849057,36.94792453
vm-100528,cluster-7,98,Standard_B1s,1,1,7.77,20.76,18.14,30.36265306,31.53826531
vm-100529,cluster-42,115,Standard_F8s_v2,8,16,223.52,27.12,12.76,31.29747826,33.29347826
vm-100530,cluster-42,115,Standard_E4s_v3,4,32,201.42,16.07,19.62,31.29747826,33.29347826
vm-100531,cluster-20,87,Standard_D32s_v3,32,128,1109.79,30,66.06,29.1954023,31.26563218
